WARNING: unknown options '-m tpr2.8.pp'
Nr.	Sequence	Len	Score	P-value	E-value	Probab	#	Description	pos:score ...
1573	AGA20783.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	Response regulator aspartate phosphatase F [Bacillus subtilis subsp. subtilis str. BSP1]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.3e-09  262: 1.6e-04
1574	AGG63159.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis subsp. subtilis 6051-HGW]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1575	AGT33173.1	 424	  55.4	 2.0E-17	 7.1E-14 	100.00%	 5	hypothetical protein M493_14675 [Geobacillus genomosp. 3]	  145: 7.5e-06  186: 6.1e-04  226: 1.9e-07  266: 1.0e-06  305: 6.9e-04
1576	BAM59840.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	response regulator aspartate phosphatase [Bacillus subtilis BEST7003]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1577	AIC42228.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	response regulator aspartate phosphatase [Bacillus subtilis subsp. subtilis str. JH642 substr. AG174]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1578	AIC46459.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	response regulator aspartate phosphatase [Bacillus subtilis subsp. subtilis str. AG1839]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1579	AII37459.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	aspartate phosphatase [Bacillus subtilis TO-A]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1580	AIK39408.1	 364	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	tetratricopeptide repeat family protein [Bacillus pseudomycoides]	   91: 5.9e-05  131: 1.8e-03  172: 1.4e-07  212: 4.1e-07  246: 3.0e-04
1581	AIY95060.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	aspartate phosphatase [Bacillus subtilis subsp. subtilis str. 168]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1582	AIY99370.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	aspartate phosphatase [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1583	AJE96438.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	aspartate phosphatase [Bacillus subtilis subsp. subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1584	AJI19861.1	 364	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	tetratricopeptide repeat family protein [Bacillus pseudomycoides]	   91: 5.9e-05  131: 1.8e-03  172: 1.4e-07  212: 4.1e-07  246: 3.0e-04
1585	AJO60111.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	aspartate phosphatase [Bacillus sp. YP1]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.3e-09  262: 1.6e-04
1586	CEJ79410.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	response regulator aspartate phosphatase F [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1587	CEI59553.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	response regulator aspartate phosphatase F [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1588	AKC49315.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	aspartate phosphatase [Bacillus subtilis KCTC 1028]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1589	AKR38835.1	 363	  55.5	 2.0E-17	 7.1E-14 	100.00%	 6	Hisitidine kinase (plasmid) [Bacillus thuringiensis serovar indiana]	   90: 9.4e-04  130: 1.9e-03  171: 4.1e-05  211: 7.1e-07  245: 7.1e-05  323: 1.0e-03
1590	AMB25992.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	aspartate phosphatase [Bacillus subtilis subsp. subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1591	AMS49317.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	aspartate phosphatase [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1592	ANJ32509.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	aspartate phosphatase [Bacillus subtilis subsp. subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1593	ANX06381.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	aspartate phosphatase [Bacillus subtilis subsp. subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1594	AOA13069.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	aspartate phosphatase [Bacillus subtilis subsp. subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1595	APH38001.1	 363	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	aspartate phosphatase [Bacillus subtilis]	   83: 2.7e-03  123: 6.1e-05  164: 2.2e-06  204: 4.1e-08  244: 1.3e-04
1596	AQZ92624.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	transcriptional regulator [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1597	ASC01310.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	aspartate phosphatase [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.3e-09  262: 1.6e-04
1598	AWM22669.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.3e-09  262: 1.6e-04
1599	AXF35027.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus sp. DM2]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.3e-09  262: 1.6e-04
1600	AYE66320.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	transcriptional regulator [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1601	AYF13195.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	transcriptional regulator [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1602	QAS13931.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.3e-09  262: 1.6e-04
1603	QAR85383.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.3e-09  262: 1.6e-04
1604	QAT76712.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus sp. WR11]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.3e-09  262: 1.6e-04
1605	QAV10808.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus vallismortis]	  101: 4.9e-03  141: 1.8e-04  182: 4.0e-06  222: 1.5e-09  262: 2.5e-04
1606	QAV86141.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.3e-09  262: 1.6e-04
1607	QAW47651.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.3e-09  262: 1.6e-04
1608	QBJ84185.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis subsp. subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.3e-09  262: 1.6e-04
1609	QCK12736.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	transcriptional regulator [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1610	QDW07471.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus sp. KBS0812]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1611	QCX91435.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	transcriptional regulator [Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051 = DSM 10]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1612	BBK74516.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	response regulator aspartate phosphatase F [Bacillus subtilis subsp. subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1613	QGI15189.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1614	QGI02567.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.3e-09  262: 1.6e-04
1615	QGI49659.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1616	QGI40915.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1617	QGI53737.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1618	QHE15402.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1619	QHL53972.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	Response regulator aspartate phosphatase F [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.3e-09  262: 1.6e-04
1620	QHM02983.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	Response regulator aspartate phosphatase F [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1621	QHM10180.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	Response regulator aspartate phosphatase F [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.3e-09  262: 1.6e-04
1622	QHM82287.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	Response regulator aspartate phosphatase F [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.3e-09  262: 1.6e-04
1623	QIT35157.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis subsp. subtilis str. SMY]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1624	QJC17777.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.3e-09  262: 1.6e-04
1625	QJF42561.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis subsp. subtilis str. 168]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1626	QJR48308.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis subsp. subtilis str. 168]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1627	QKE05810.1	 423	  55.5	 2.0E-17	 6.9E-14 	100.00%	 4	tetratricopeptide repeat protein [Bacillus cereus]	  189: 8.1e-06  229: 7.6e-07  270: 4.3e-09  308: 5.8e-04
1628	QKH56926.1	 376	  55.5	 2.0E-17	 7.1E-14 	100.00%	 4	tetratricopeptide repeat protein [Bacillus tropicus]	  143: 8.4e-07  184: 2.1e-08  224: 3.6e-05  258: 4.6e-05
1629	QLC64188.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1630	QOJ81530.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.3e-09  262: 1.6e-04
1631	QPD82985.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1632	QPG29517.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.3e-09  262: 1.6e-04
1633	QPV69570.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1634	QTM26064.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.3e-09  262: 1.6e-04
1635	ACO28148.1	 371	  55.3	 2.2E-17	 7.8E-14 	100.00%	 4	tetratricopeptide repeat protein [Bacillus cereus 03BB102]	  138: 6.5e-07  179: 2.1e-08  219: 6.7e-05  253: 3.7e-05
1636	ADV94556.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	response regulator aspartate phosphatase [Bacillus subtilis BSn5]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1637	AID00045.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	aspartate phosphatase [Bacillus subtilis subsp. subtilis str. OH 131.1]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1638	AJG52995.1	 371	  55.3	 2.2E-17	 7.8E-14 	100.00%	 4	tetratricopeptide repeat family protein [Bacillus cereus 03BB102]	  138: 6.5e-07  179: 2.1e-08  219: 6.7e-05  253: 3.7e-05
1639	AOA56528.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	Response regulator aspartate phosphatase [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1640	AOL31480.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	aspartate phosphatase [Alkalihalobacillus gibsonii]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1641	AOL25571.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	aspartate phosphatase [Bacillus sp. FJAT-14266]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1642	AOL99624.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	Response regulator aspartate phosphatase [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1643	AOS69831.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	aspartate phosphatase [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1644	ARW33613.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	Response regulator aspartate phosphatase [Bacillus subtilis subsp. subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1645	ASB71896.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	Response regulator aspartate phosphatase [Bacillus subtilis subsp. subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1646	ASU97077.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	aspartate phosphatase [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1647	ASV02531.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	aspartate phosphatase [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1648	AYK68593.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis subsp. subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1649	AYK58896.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis subsp. subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1650	AYK60996.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis subsp. subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1651	AYK76225.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis subsp. subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1652	AYK99265.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis subsp. subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1653	QAR98762.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1654	QAR81279.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1655	QAS09853.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1656	QAS22327.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1657	QAS05708.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1658	QAR59704.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1659	QAT59586.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1660	QAW02079.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1661	QAW18547.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1662	QAW22620.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1663	QAW43603.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1664	QCY73287.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	aspartate phosphatase [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1665	QGI23595.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1666	QGI19593.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1667	QGI10975.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1668	QGH98516.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1669	QGI28626.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1670	QHM08122.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	Response regulator aspartate phosphatase F [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1671	QIW81777.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus tequilensis]	  101: 4.9e-03  141: 1.8e-04  182: 4.0e-06  222: 1.9e-09  262: 2.1e-04
1672	QNA82042.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1673	QPF45926.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1674	QPR84301.1	 371	  55.3	 2.2E-17	 7.8E-14 	100.00%	 4	tetratricopeptide repeat protein [Bacillus cereus]	  138: 6.5e-07  179: 2.1e-08  219: 6.7e-05  253: 3.7e-05
1675	QRQ52158.1	 381	  55.4	 2.2E-17	 7.6E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.3e-06  222: 2.5e-09  262: 1.6e-04
1676	BCE03895.1	 373	  55.3	 2.2E-17	 7.8E-14 	100.00%	 5	hypothetical protein RSC1_00052 [Bacillus paralicheniformis]	   96: 1.8e-04  137: 1.3e-03  178: 1.0e-03  218: 4.8e-09  257: 1.5e-06
1677	BCE10078.1	 373	  55.3	 2.2E-17	 7.8E-14 	100.00%	 5	hypothetical protein RSC2_01874 [Bacillus paralicheniformis]	   96: 1.8e-04  137: 1.3e-03  178: 1.0e-03  218: 4.8e-09  257: 1.5e-06
1678	BCE16266.1	 373	  55.3	 2.2E-17	 7.8E-14 	100.00%	 5	hypothetical protein RSC3_03622 [Bacillus paralicheniformis]	   96: 1.8e-04  137: 1.3e-03  178: 1.0e-03  218: 4.8e-09  257: 1.5e-06
1679	AMP34132.1	 363	  55.3	 2.3E-17	 8.0E-14 	100.00%	 5	aspartate phosphatase [Bacillus amyloliquefaciens]	   83: 2.7e-03  123: 1.6e-04  164: 2.2e-06  204: 1.7e-08  244: 1.3e-04
1680	APH50543.1	 363	  55.3	 2.3E-17	 8.0E-14 	100.00%	 5	aspartate phosphatase [Bacillus amyloliquefaciens]	   83: 2.7e-03  123: 1.6e-04  164: 2.2e-06  204: 1.7e-08  244: 1.3e-04
1681	AQS46338.1	 363	  55.3	 2.3E-17	 8.0E-14 	100.00%	 5	aspartate phosphatase [Bacillus velezensis]	   83: 2.7e-03  123: 1.6e-04  164: 2.2e-06  204: 1.7e-08  244: 1.3e-04
1682	ATX84998.1	 380	  55.3	 2.3E-17	 8.2E-14 	100.00%	 5	aspartate phosphatase [Bacillus velezensis]	  101: 2.7e-03  141: 5.6e-04  182: 1.4e-05  222: 1.4e-07  262: 5.4e-07
1683	QHM13678.1	 381	  55.3	 2.3E-17	 8.0E-14 	100.00%	 5	Response regulator aspartate phosphatase F [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 6.6e-06  222: 2.5e-09  262: 1.6e-04
1684	AMR11839.1	 368	  55.2	 2.4E-17	 8.3E-14 	100.00%	 7	histidine kinase [Bacillus licheniformis]	   93: 1.1e-04  133: 1.0e-05  174: 9.0e-04  214: 1.7e-07  253: 7.0e-03  291: 4.8e-02  327: 2.3e-04
1685	ANV74321.1	 357	  55.2	 2.4E-17	 8.4E-14 	100.00%	 4	aspartate phosphatase (plasmid) [Bacillus thuringiensis]	  131: 1.1e-04  172: 5.7e-07  212: 1.6e-07  317: 1.5e-04
